household_id,food_id,category,days_to_expiry,shelf_life_days,frac_life_remaining,days_since_purchase,frac_pack_remaining,days_of_stock_left,finish_ratio,storage_code,opened,perishability,days_of_stock,stock_vs_shelf,storage_mismatch,same_category_count,active_items_total,is_leftover,household_size,user_category_waste_rate,user_overall_waste_rate,wasted
0,methi,leafy_greens,3.734,4.002,0.9329,0.269,0.5939,1.046,0.2802,1,0,5,1.761,0.4401,0.9778,0,5,0,4,0.1467,0.1627,0
0,cooked_curry,cooked_leftovers,1.761,1.985,0.8873,0.224,0.4759,0.183,0.1041,1,0,5,0.385,0.1941,0.9556,0,6,1,4,0.1467,0.1574,1
0,milk,dairy,1.935,3.304,0.5857,1.369,0.03,0.04,0.0208,1,0,5,1.344,0.4068,0.9556,0,4,0,4,0.0733,0.1837,0
0,watermelon,fruits,13.126,13.283,0.9882,0.156,0.6808,1.069,0.0815,1,0,3,1.571,0.1183,0.9222,1,8,0,4,0.288,0.1782,0
0,butter,dairy,37.678,50.907,0.7401,13.229,0.2935,2.097,0.0557,1,0,2,7.146,0.1404,0.8333,0,1,0,4,0.0629,0.1729,0
0,chana_dal,pulses,442.336,445.933,0.9919,3.597,0.5235,4.494,0.0102,0,0,1,8.584,0.0193,0.0,0,4,0,4,0.22,0.168,0
0,pomegranate,fruits,30.689,31.2,0.9836,0.511,0.743,1.568,0.0511,1,0,2,2.11,0.0676,0.8333,1,4,0,4,0.24,0.1633,0
0,sprouts,pulses,2.494,2.672,0.9335,0.178,0.835,1.032,0.4138,1,0,5,1.236,0.4627,0.0,1,5,0,4,0.1467,0.1589,0
0,pav,bakery,1.812,3.205,0.5654,1.393,0.0762,0.192,0.1059,0,0,4,2.518,0.7856,0.95,0,5,0,4,0.0733,0.1547,0
0,carrot,vegetables,25.532,28.926,0.8827,3.394,0.1691,1.041,0.0408,1,0,2,6.161,0.213,0.9067,0,3,0,4,0.4067,0.1508,0
0,roti_pack,bakery,7.817,7.819,0.9998,0.002,0.9967,0.815,0.1043,1,1,4,0.818,0.1046,0.8833,0,4,0,4,0.0629,0.147,0
0,noodles,grains,216.892,216.965,0.9997,0.073,0.8824,0.886,0.0041,0,0,1,1.004,0.0046,0.0,0,5,0,4,0.11,0.1434,1
0,pomegranate,fruits,32.146,35.448,0.9068,3.302,0.2423,1.408,0.0438,1,0,2,5.81,0.1639,0.8333,0,4,0,4,0.2057,0.1638,0
0,besan,grains,220.728,222.318,0.9928,1.59,0.5307,3.907,0.0177,0,0,1,7.362,0.0331,0.3333,1,6,0,4,0.288,0.16,0
0,chole,pulses,572.635,582.611,0.9829,9.975,0.0775,0.755,0.0013,0,0,1,9.739,0.0167,0.0,0,4,0,4,0.11,0.1564,0
0,banana,fruits,4.682,4.719,0.9923,0.037,0.9943,7.073,1.5106,0,0,4,7.114,1.5075,0.9583,2,9,0,4,0.18,0.1529,0
0,lettuce,leafy_greens,5.234,5.906,0.8862,0.672,0.8466,2.639,0.5042,1,0,5,3.117,0.5278,0.0,0,10,0,4,0.11,0.1496,1
0,cauliflower,vegetables,11.205,12.949,0.8653,1.744,0.1508,0.543,0.0484,1,0,3,3.597,0.2778,0.95,1,7,0,4,0.3486,0.1677,1
0,mutton,meat_fish,1.215,2.189,0.5552,0.974,0.7041,2.696,2.219,1,0,5,3.829,1.7498,0.9833,0,8,0,4,0.088,0.185,1
0,tea,beverages,431.774,435.723,0.9909,3.95,0.8609,16.814,0.0389,0,0,1,19.531,0.0448,0.0,0,6,0,4,0.22,0.2016,0
0,capsicum,vegetables,8.888,11.943,0.7442,3.055,0.5955,4.502,0.5065,1,0,3,7.56,0.633,0.95,2,9,0,4,0.43,0.1976,0
0,cream,dairy,55.917,56.413,0.9912,0.496,0.5245,1.022,0.0183,2,0,5,1.948,0.0345,0.0,1,11,0,4,0.055,0.1937,0
0,toor_dal,pulses,330.457,334.629,0.9875,4.172,0.4314,5.792,0.0175,0,0,1,13.426,0.0401,0.0,1,9,0,4,0.088,0.19,0
0,watermelon,fruits,11.624,11.939,0.9736,0.315,0.5471,0.61,0.0525,1,0,3,1.115,0.0934,0.9222,0,13,0,4,0.16,0.1864,0
0,onion,vegetables,47.969,48.135,0.9966,0.166,0.939,4.734,0.0987,0,0,1,5.042,0.1047,0.75,3,14,0,4,0.3822,0.183,0
0,soya_chunks,pulses,195.266,196.176,0.9954,0.91,0.6518,1.733,0.0089,0,0,1,2.659,0.0136,0.0,2,9,0,4,0.0733,0.1796,0
0,mango,fruits,4.443,8.656,0.5133,4.213,0.03,0.111,0.0251,1,0,4,3.717,0.4293,0.9444,0,7,0,4,0.144,0.1764,1
0,sweet_corn,vegetables,6.334,6.481,0.9773,0.147,0.9295,3.498,0.5523,1,1,4,3.763,0.5806,0.9767,2,11,0,4,0.344,0.1909,1
0,prawns,meat_fish,1.878,1.95,0.9631,0.072,0.9756,4.517,2.4057,1,0,5,4.63,2.3749,0.9833,0,12,0,4,0.24,0.2048,0
0,mutton,meat_fish,2.582,2.867,0.9008,0.284,0.8229,2.662,1.0309,1,0,5,3.235,1.1285,0.9833,0,9,0,4,0.2057,0.2014,1
0,amaranth,leafy_greens,172.138,173.688,0.9911,1.55,0.1034,0.134,0.0008,2,0,5,1.296,0.0075,0.0,0,8,0,4,0.288,0.2147,0
0,pumpkin,vegetables,58.885,64.685,0.9103,5.8,0.0512,0.454,0.0077,1,1,2,8.871,0.1371,0.8,0,2,0,4,0.4036,0.2111,0
0,eggs,eggs,20.683,21.786,0.9494,1.102,0.03,0.044,0.0021,1,0,3,1.469,0.0674,0.0,0,11,0,4,0.22,0.2077,0
0,cooked_sabzi,cooked_leftovers,2.604,2.691,0.9678,0.087,0.8025,0.492,0.1889,1,0,5,0.613,0.2279,0.9333,0,13,1,4,0.36,0.2044,1
0,tea,beverages,728.24,736.205,0.9892,7.964,0.1927,5.549,0.0076,0,0,1,28.787,0.0391,0.0,0,2,0,4,0.1467,0.2169,0
0,suji,grains,285.827,286.153,0.9989,0.325,0.8741,3.832,0.0134,1,0,1,4.384,0.0153,0.0,1,5,0,4,0.24,0.2135,0
0,cooked_curry,cooked_leftovers,42.209,42.542,0.9922,0.332,0.0753,0.058,0.0014,2,0,5,0.775,0.0182,0.0,0,6,1,4,0.488,0.2103,0
0,chapati_left,cooked_leftovers,3.131,3.178,0.9852,0.047,0.8913,0.639,0.2042,1,0,5,0.717,0.2257,0.9,1,8,1,4,0.4067,0.2072,1
0,radish,vegetables,8.894,11.612,0.766,2.718,0.3705,2.91,0.3272,1,0,3,7.856,0.6765,0.0,0,3,0,4,0.37,0.2188,1
0,pomegranate,fruits,18.67,24.677,0.7566,6.006,0.03,0.18,0.0097,1,0,2,6.009,0.2435,0.8333,0,3,0,4,0.2218,0.2301,0
0,almond,nuts_oils,265.2,268.793,0.9866,3.593,0.4303,2.195,0.0083,0,0,1,5.101,0.019,0.3425,0,5,0,4,0.22,0.2269,0
0,cabbage,vegetables,23.399,24.687,0.9478,1.289,0.5508,1.949,0.0833,1,0,2,3.538,0.1433,0.8333,1,6,0,4,0.4185,0.2237,0
0,prawns,meat_fish,-1.092,2.254,-0.4845,3.345,0.662,4.606,9.2127,1,0,5,6.958,3.0875,0.9833,0,7,0,4,0.305,0.2206,1
0,pav,bakery,2.161,2.736,0.7898,0.575,0.638,1.345,0.6225,0,0,4,2.108,0.7707,0.95,0,8,0,4,0.055,0.2312,1
0,butter,dairy,25.7,42.784,0.6007,17.084,0.4176,11.871,0.4619,1,0,2,28.429,0.6645,0.8333,0,2,0,4,0.0489,0.2416,0
0,biscuits,snacks,158.324,158.947,0.9961,0.623,0.8726,3.173,0.02,0,0,1,3.636,0.0229,0.0,0,10,0,4,0.22,0.2384,0
0,cooked_curry,cooked_leftovers,38.829,38.872,0.9989,0.043,0.8851,0.364,0.0094,2,0,5,0.412,0.0106,0.0,0,5,1,4,0.4914,0.2353,0
0,biscuits,snacks,177.66,180.906,0.9821,3.246,0.0998,0.291,0.0016,0,1,1,2.916,0.0161,0.0,0,3,0,4,0.1467,0.2322,0
0,green_chilli,vegetables,-0.829,11.99,-0.0691,12.819,0.5425,16.125,20.0,1,1,4,29.726,2.4791,0.95,0,3,0,4,0.3886,0.2292,1
0,cucumber,vegetables,6.834,7.814,0.8746,0.98,0.6361,1.831,0.2679,1,0,4,2.878,0.3684,0.0,3,7,0,4,0.4293,0.239,0
0,namkeen,snacks,125.026,127.725,0.9789,2.699,0.3834,2.077,0.0166,0,0,1,5.419,0.0424,0.0,0,4,0,4,0.11,0.236,0
0,cream,dairy,4.368,6.09,0.7173,1.722,0.03,0.06,0.0137,1,0,5,1.988,0.3264,0.9167,1,4,0,4,0.044,0.2331,0
0,pav,bakery,2.544,3.51,0.7249,0.966,0.1631,0.164,0.0645,0,1,4,1.006,0.2866,0.95,0,6,0,4,0.16,0.2302,0
0,cooked_dal,cooked_leftovers,2.716,3.114,0.8722,0.398,0.1821,0.079,0.0292,1,0,5,0.436,0.14,0.95,0,7,1,4,0.43,0.2275,0
0,moong_dal,pulses,444.296,445.836,0.9965,1.54,0.6786,7.804,0.0176,0,0,1,11.501,0.0258,0.0,0,5,0,4,0.0629,0.2248,0
0,lettuce,leafy_greens,5.452,6.406,0.8511,0.954,0.3227,0.41,0.0752,1,0,5,1.271,0.1984,0.0,0,4,0,4,0.24,0.2221,0
0,cream,dairy,5.363,5.498,0.9754,0.135,0.8949,3.148,0.587,1,0,5,3.517,0.6398,0.9167,1,5,0,4,0.04,0.2195,0
0,fish,meat_fish,0.433,1.482,0.2921,1.049,0.2093,0.481,0.9621,1,0,5,2.299,1.5511,0.9867,0,6,0,4,0.3822,0.217,1
0,cooked_rice,cooked_leftovers,2.853,3.03,0.9416,0.177,0.7788,0.367,0.1287,1,0,5,0.472,0.1557,0.95,0,7,1,4,0.3822,0.2259,0
0,namkeen,snacks,114.685,115.838,0.99,1.153,0.8114,3.723,0.0325,0,0,1,4.588,0.0396,0.0,0,7,0,4,0.088,0.2234,0
0,mint,herbs,5.888,7.697,0.765,1.809,0.177,0.408,0.0693,1,0,5,2.306,0.2996,0.9417,0,6,0,4,0.36,0.2209,0
0,sprouts,pulses,4.0,4.612,0.8673,0.612,0.5785,1.512,0.3779,1,0,5,2.613,0.5666,0.0,1,10,0,4,0.055,0.2185,0
0,chole,pulses,640.228,644.449,0.9934,4.221,0.1467,0.869,0.0014,0,0,1,5.923,0.0092,0.0,0,2,0,4,0.0489,0.2161,0
0,frozen_veg,frozen,240.592,240.679,0.9996,0.087,0.9608,3.986,0.0166,2,0,1,4.149,0.0172,0.0,0,4,0,4,0.22,0.2138,0
0,cheese,dairy,17.477,18.115,0.9648,0.638,0.5428,1.076,0.0616,1,0,3,1.983,0.1095,0.8611,1,5,0,4,0.0367,0.2115,0
0,coconut,nuts_oils,161.218,169.937,0.9487,8.719,0.3012,1.46,0.0091,2,0,3,4.847,0.0285,0.0,0,3,0,4,0.1467,0.2093,0
0,lemon,fruits,26.062,26.729,0.9751,0.667,0.8947,22.146,0.8498,1,0,2,24.752,0.926,0.75,0,7,0,4,0.2033,0.2071,1
0,apple,fruits,4.706,6.424,0.7326,1.718,0.6592,2.999,0.6373,0,0,2,4.55,0.7082,0.9611,1,7,0,4,0.2646,0.2153,0
0,papaya,fruits,11.431,12.383,0.9231,0.952,0.6374,3.859,0.3376,1,1,4,6.054,0.4889,0.9444,1,5,0,4,0.2457,0.2131,1
0,prawns,meat_fish,107.15,107.874,0.9933,0.724,0.1123,0.31,0.0029,2,0,5,2.757,0.0256,0.0,0,6,0,4,0.444,0.221,0
0,pasta,grains,604.145,605.602,0.9976,1.457,0.1683,0.38,0.0006,0,0,1,2.259,0.0037,0.0,1,6,0,4,0.2057,0.2188,0
0,strawberry,fruits,3.209,3.708,0.8654,0.499,0.167,0.185,0.0577,1,0,5,1.108,0.2989,0.9852,2,8,0,4,0.296,0.2166,1
0,broccoli,vegetables,9.566,10.191,0.9387,0.625,0.4871,1.422,0.1487,1,0,4,2.92,0.2865,0.9667,0,9,0,4,0.4025,0.2243,0
0,cooked_curry,cooked_leftovers,1.529,1.628,0.9393,0.099,0.7695,0.329,0.2149,1,0,5,0.427,0.2623,0.9556,0,10,1,4,0.344,0.2221,1
0,tomato,vegetables,7.265,8.001,0.9081,0.735,0.7537,5.016,0.6904,1,0,4,6.656,0.8319,0.9583,0,5,0,4,0.3788,0.2296,0
0,papaya,fruits,7.673,8.217,0.9338,0.544,0.6364,1.368,0.1782,1,0,4,2.149,0.2615,0.9444,2,6,0,4,0.34,0.2274,0
0,methi,leafy_greens,-0.614,3.414,-0.1798,4.028,0.0643,0.342,0.6831,1,0,5,5.308,1.5546,0.9778,0,7,0,4,0.2057,0.2253,1
0,maida,grains,213.933,218.373,0.9797,4.441,0.1593,1.257,0.0059,0,0,1,7.894,0.0362,0.2,1,7,0,4,0.18,0.2325,0
0,masoor_dal,pulses,411.177,416.428,0.9874,5.252,0.1183,1.149,0.0028,0,0,1,9.711,0.0233,0.0,0,5,0,4,0.044,0.2304,0
0,cashew,nuts_oils,174.326,178.319,0.9776,3.994,0.5454,5.305,0.0304,0,0,1,9.727,0.0545,0.5068,0,9,0,4,0.11,0.2283,0
0,cucumber,vegetables,5.596,8.127,0.6886,2.531,0.498,2.83,0.5058,1,0,4,5.684,0.6993,0.0,1,11,0,4,0.3578,0.2262,1
0,prawns,meat_fish,-0.937,1.705,-0.5493,2.642,0.1899,0.591,1.1817,1,1,5,3.112,1.8247,0.9833,0,12,0,4,0.4036,0.2332,0
0,strawberry,fruits,3.383,3.576,0.9459,0.193,0.6482,0.696,0.2056,1,0,5,1.073,0.3001,0.9852,3,11,0,4,0.32,0.2311,0
0,curry_leaves,herbs,11.864,11.905,0.9966,0.041,0.9568,2.014,0.1698,1,0,5,2.105,0.1768,0.9444,0,12,0,4,0.288,0.229,0
0,cooked_curry,cooked_leftovers,2.442,2.729,0.8948,0.287,0.4445,0.388,0.1589,1,1,5,0.873,0.3199,0.9556,0,13,1,4,0.4036,0.227,1
0,spinach,leafy_greens,3.356,4.696,0.7145,1.341,0.0348,0.09,0.0269,1,0,5,2.595,0.5526,0.9792,0,10,0,4,0.305,0.2337,0
0,sweet_corn,vegetables,2.197,5.807,0.3784,3.609,0.6066,4.027,1.8326,1,0,4,6.639,1.1433,0.9767,1,6,0,4,0.3916,0.2317,1
0,beetroot,vegetables,26.742,29.642,0.9022,2.9,0.1654,0.854,0.0319,1,0,2,5.161,0.1741,0.875,2,9,0,4,0.422,0.2383,0
0,butter,dairy,47.636,58.651,0.8122,11.015,0.0334,0.358,0.0075,1,0,2,10.715,0.1827,0.8333,0,2,0,4,0.0338,0.2363,0
1,beans_french,vegetables,8.586,9.306,0.9226,0.721,0.7326,5.031,0.586,1,0,4,6.867,0.7379,0.9704,0,0,0,4,0.22,0.22,0
1,drumstick,vegetables,10.984,12.777,0.8597,1.793,0.2571,1.037,0.0944,1,0,3,4.033,0.3157,0.9444,1,1,0,4,0.1467,0.176,0
1,spring_onion,vegetables,10.099,10.331,0.9776,0.232,0.4465,0.732,0.0725,1,0,4,1.64,0.1587,0.9444,2,2,0,4,0.11,0.1467,0
1,onion,vegetables,42.372,43.264,0.9794,0.892,0.5208,1.784,0.0421,0,0,1,3.426,0.0792,0.75,3,3,0,4,0.088,0.1257,0
1,coffee,beverages,356.08,358.081,0.9944,2.001,0.1994,0.847,0.0024,0,0,1,4.247,0.0119,0.0,0,2,0,4,0.22,0.11,0
1,ridge_gourd,vegetables,9.71,10.687,0.9085,0.978,0.3039,0.64,0.0659,1,0,4,2.107,0.1971,0.0,4,5,0,4,0.0733,0.0978,0
1,green_chilli,vegetables,4.985,11.805,0.4223,6.82,0.2127,4.069,0.8163,1,0,4,19.132,1.6207,0.95,0,0,0,4,0.0629,0.088,1
1,eggs,eggs,32.152,32.412,0.992,0.261,0.1897,0.201,0.0063,1,0,3,1.06,0.0327,0.0,0,5,0,4,0.22,0.1709,0
1,bread,bakery,2.745,3.225,0.851,0.481,0.4055,0.823,0.2998,0,0,4,2.03,0.6293,0.9556,0,5,0,4,0.22,0.1567,1
1,cashew,nuts_oils,193.774,193.807,0.9998,0.033,0.9862,2.289,0.0118,0,0,1,2.321,0.012,0.5068,0,7,0,4,0.22,0.2215,0
1,mayonnaise,condiments,77.131,78.681,0.9803,1.55,0.3268,1.106,0.0143,1,0,3,3.383,0.043,0.0,0,2,0,4,0.22,0.2057,0
1,pizza_left,cooked_leftovers,3.087,3.469,0.8898,0.382,0.3934,0.396,0.1284,1,0,5,1.007,0.2903,0.9333,0,4,1,4,0.22,0.192,0
1,buttermilk,dairy,3.291,3.581,0.919,0.29,0.3814,0.806,0.2449,1,0,5,2.114,0.5902,0.0,0,5,0,4,0.22,0.18,0
1,orange,fruits,8.858,8.869,0.9987,0.011,0.9747,1.463,0.1652,0,0,3,1.501,0.1693,0.9611,0,6,0,4,0.22,0.1694,0
1,cheese,dairy,209.565,210.024,0.9978,0.459,0.2832,0.367,0.0018,2,1,3,1.297,0.0062,0.0,1,4,0,4,0.1467,0.16,0
1,curry_leaves,herbs,8.485,8.831,0.9607,0.347,0.7415,1.486,0.1752,1,0,5,2.004,0.227,0.9444,0,5,0,4,0.22,0.1516,0
1,tomato,vegetables,9.857,10.124,0.9736,0.267,0.6142,1.279,0.1298,1,0,4,2.082,0.2057,0.9583,1,7,0,4,0.18,0.144,1
1,besan,grains,302.523,312.86,0.967,10.337,0.0394,0.364,0.0012,1,0,1,9.249,0.0296,0.0,0,1,0,4,0.22,0.1848,0
1,chana_dal,pulses,278.84,280.027,0.9958,1.186,0.7031,4.369,0.0157,0,0,1,6.214,0.0222,0.0,0,6,0,4,0.22,0.1764,0
1,jam,condiments,284.066,284.489,0.9985,0.424,0.8395,3.77,0.0133,1,0,2,4.491,0.0158,0.0,1,9,0,4,0.1467,0.1687,0
1,eggs,eggs,29.868,30.185,0.9895,0.317,0.3972,0.648,0.0217,1,1,3,1.632,0.0541,0.0,0,10,0,4,0.1467,0.1617,0
1,butter,dairy,331.303,331.846,0.9984,0.543,0.9366,8.399,0.0254,2,1,2,8.968,0.027,0.0,2,11,0,4,0.11,0.1552,0
1,ginger,vegetables,2.541,22.26,0.1142,19.719,0.1337,3.181,1.2518,1,0,3,23.797,1.0691,0.8611,0,0,0,4,0.2711,0.1492,1
1,mint,herbs,0.591,1.0,0.5907,0.409,0.6173,1.334,2.2581,0,0,5,2.161,2.161,0.9917,0,9,0,4,0.1467,0.1807,0
1,pumpkin,vegetables,39.708,40.936,0.97,1.227,0.2272,0.436,0.011,0,1,2,1.919,0.0469,0.9,3,8,0,4,0.344,0.1743,0
1,cooked_sabzi,cooked_leftovers,2.382,2.662,0.8948,0.28,0.0524,0.019,0.0079,1,0,5,0.357,0.1343,0.9333,0,11,1,4,0.1467,0.1683,0
1,spinach,leafy_greens,5.563,6.133,0.907,0.57,0.3638,0.354,0.0636,1,0,5,0.972,0.1585,0.9792,0,11,0,4,0.22,0.1627,0
1,bread,bakery,3.897,4.654,0.8374,0.757,0.0729,0.077,0.0197,0,0,4,1.052,0.226,0.9556,0,7,0,4,0.48,0.1574,0
1,coffee,beverages,368.69,375.032,0.9831,6.342,0.1647,1.288,0.0035,0,1,1,7.819,0.0209,0.0,0,3,0,4,0.1467,0.1525,0
1,onion,vegetables,38.491,39.22,0.9814,0.729,0.8181,5.801,0.1507,0,0,1,7.091,0.1808,0.75,4,9,0,4,0.3127,0.1479,0
1,lettuce,leafy_greens,7.936,8.266,0.9601,0.33,0.624,0.745,0.0939,1,0,5,1.194,0.1444,0.0,1,12,0,4,0.1467,0.1435,0
1,milk,dairy,2.469,3.891,0.6345,1.422,0.03,0.053,0.0215,1,0,5,1.767,0.4542,0.9556,1,9,0,4,0.088,0.1394,0
1,cabbage,vegetables,31.193,31.886,0.9783,0.693,0.1594,0.275,0.0088,1,0,2,1.724,0.0541,0.8333,5,12,0,4,0.2867,0.1356,0
1,besan,grains,198.933,201.666,0.9864,2.733,0.556,5.475,0.0275,0,0,1,9.846,0.0488,0.3333,1,4,0,4,0.1467,0.1319,0
1,papaya,fruits,11.066,11.302,0.9791,0.236,0.5152,0.656,0.0593,1,0,4,1.274,0.1127,0.9444,0,7,0,4,0.1467,0.1284,0
1,garlic,vegetables,90.57,100.657,0.8998,10.087,0.4718,11.186,0.1235,0,0,1,23.709,0.2355,0.7,1,1,0,4,0.2646,0.1251,0
1,bottle_gourd,vegetables,11.641,12.277,0.9482,0.636,0.393,0.849,0.0729,1,1,3,2.16,0.176,0.0,4,9,0,4,0.2457,0.122,0
1,ice_cream,frozen,153.624,153.997,0.9976,0.373,0.6444,1.67,0.0109,2,0,1,2.591,0.0168,0.0,0,10,0,4,0.22,0.119,0
1,sweets,bakery,3.998,4.906,0.815,0.908,0.7438,3.225,0.8066,1,0,5,4.336,0.8838,0.0,0,9,0,4,0.36,0.1162,1
1,orange,fruits,20.983,21.322,0.9841,0.339,0.3294,0.354,0.0168,1,0,3,1.073,0.0503,0.8833,1,12,0,4,0.11,0.1367,0
1,biscuits,snacks,149.266,149.883,0.9959,0.617,0.3718,0.755,0.0051,0,0,1,2.031,0.0136,0.0,0,13,0,4,0.22,0.1336,0
1,grapes,fruits,3.006,3.008,0.9994,0.002,0.9979,1.878,0.6245,0,0,4,1.882,0.6255,0.99,2,15,0,4,0.088,0.1307,0
1,cooked_curry,cooked_leftovers,1.716,2.021,0.8492,0.305,0.03,0.005,0.0028,1,0,5,0.158,0.0782,0.9556,0,7,1,4,0.11,0.1278,0
1,beans_french,vegetables,7.076,7.242,0.9771,0.166,0.894,2.077,0.2936,1,0,4,2.324,0.3209,0.9704,3,8,0,4,0.2293,0.1251,0
1,fish,meat_fish,-0.507,1.848,-0.2745,2.356,0.1893,0.627,1.2534,1,0,5,3.31,1.7907,0.9867,0,5,0,4,0.22,0.1225,1
1,onion,vegetables,38.71,39.151,0.9887,0.441,0.7806,2.389,0.0617,0,1,1,3.061,0.0782,0.75,4,9,0,4,0.215,0.1404,0
1,tea,beverages,667.681,669.57,0.9972,1.889,0.5202,5.306,0.0079,0,1,1,10.2,0.0152,0.0,0,7,0,4,0.11,0.1376,0
1,beetroot,vegetables,15.085,15.64,0.9645,0.555,0.5607,2.637,0.1748,1,0,2,4.704,0.3007,0.875,5,11,0,4,0.2024,0.1349,0
1,pomegranate,fruits,29.511,31.734,0.9299,2.224,0.4832,1.785,0.0605,1,0,2,3.695,0.1164,0.8333,0,7,0,4,0.0733,0.1323,0
1,peas_fresh,vegetables,6.345,6.64,0.9555,0.295,0.7335,2.222,0.3502,1,0,4,3.029,0.4562,0.9767,6,14,0,4,0.1911,0.1298,1
1,eggs,eggs,29.057,29.46,0.9863,0.403,0.2585,0.423,0.0146,1,0,3,1.636,0.0555,0.0,0,9,0,4,0.11,0.1459,0
1,tomato,vegetables,8.203,8.899,0.9218,0.696,0.3075,0.862,0.1051,1,0,4,2.804,0.3151,0.9583,5,10,0,4,0.2337,0.1433,0
1,butter,dairy,305.194,308.532,0.9892,3.338,0.0638,0.232,0.0008,2,0,2,3.644,0.0118,0.0,0,8,0,4,0.0733,0.1407,0
1,curry_leaves,herbs,154.063,154.203,0.9991,0.14,0.9026,1.678,0.0109,2,0,5,1.859,0.0121,0.0,0,12,0,4,0.11,0.1382,0
